DATE,VICTORIA,VIVA,SEMILLA,CAMBIO,CABAL,AZUL,UNE,BIEN,FCN-NACION,VALOR-UNIONISTA,CREO,PC,TODOS,VAMOS,ELEFANTE,PHG,NOSOTROS,MI-FAMILIA,UR,VOS,URNG-WINAQ,PIN,REPUBLICANO
07/03/2023,,,,3,13.5,,8.9,,,14.3,,,,6.1,,,,,,,,,
07/05/23,,,,,13.5,,5.2,,,8.6,,19.8,,3.8,,,,,,,,,
