DATE,VICTORIA,VIVA,SEMILLA,CAMBIO,CABAL,AZUL,UNE,BIEN,FCN-NACION,VALOR-UNIONISTA,CREO,PC,TODOS,VAMOS,ELEFANTE,PHG,NOSOTROS,MI-FAMILIA,UR,VOS,URNG-WINAQ,PIN,REPUBLICANO
04/02/2203,,,,,10,,20,,,21,,3,,,,,,,,,,,2
20/05/2023,2,2,,,21,,23,,,19,,,,4,,,,,,2,,,
