DATE,VICTORIA,VIVA,SEMILLA,CAMBIO,CABAL,AZUL,UNE,BIEN,FCN-NACION,VALOR-UNIONISTA,CREO,PC,TODOS,VAMOS,ELEFANTE,PHG,NOSOTROS,MI-FAMILIA,UR,VOS,URNG-WINAQ,PIN,REPUBLICANO
12/03/2023,,,,,14.7,,13.8,,,19.1,,9.8,,4.1,,,,,,12.3,,,
06/06/23,,,,,16,,19.2,,,19.8,,,,8.3,,,,,,1.4,,,
